Table Code,State Code,District Code,Area Name,Total/ Rural/ Urban,Age group,Worked for 3 months or more but less than 6 months -  Persons,Worked for 3 months or more but less than 6 months - Males,Worked for 3 months or more but less than 6 months - Females,Worked for less than 3 months - Persons,Worked for less than 3 months - Males,Worked for less than 3 months - Females,Industrial Category - A - Cultivators - Persons,Industrial Category - A - Cultivators - Males,Industrial Category - A - Cultivators - Females,Industrial Category - A - Agricultural labourers - Persons,Industrial Category - A - Agricultural labourers - Males,Industrial Category - A - Agricultural labourers - Females,"Industrial Category - A - Plantation, Livestock, Forestry, Fishing, Hunting and allied activities - Persons","Industrial Category - A - Plantation, Livestock, Forestry, Fishing, Hunting and allied activities - Males","Industrial Category - A - Plantation, Livestock, Forestry, Fishing, Hunting and allied activities - Females",Industrial Category - B - Persons,Industrial Category - B - Males,Industrial Category - B - Females,Industrial Category - C - HHI - Persons,Industrial Category - C - HHI - Males,Industrial Category - C - HHI - Females,Industrial Category - C - Non HHI - Persons,Industrial Category - C - Non HHI - Males,Industrial Category - C - Non HHI - Females,Industrial Category - D & E - Persons,Industrial Category - D & E - Males,Industrial Category - D & E - Females,Industrial Category - F - Persons,Industrial Category - F - Males,Industrial Category - F - Females,Industrial Category - G - HHI - Persons,Industrial Category - G - HHI - Males,Industrial Category - G - HHI - Females,Industrial Category - G - Non HHI - Persons,Industrial Category - G - Non HHI - Males,Industrial Category - G - Non HHI - Females,Industrial Category - H - Persons,Industrial Category - H - Males,Industrial Category - H - Females,Industrial Category - I - Persons,Industrial Category - I - Males,Industrial Category - I - Females,Industrial Category - J - HHI - Persons,Industrial Category - J - HHI - Males,Industrial Category - J - HHI - Females,Industrial Category - J - Non HHI - Persons,Industrial Category - J - Non HHI - Males,Industrial Category - J - Non HHI - Females,Industrial Category - K to M - Persons,Industrial Category - K to M - Males,Industrial Category - K to M - Females,Industrial Category - N to O - Persons,Industrial Category - N to O - Males,Industrial Category - N to O - Females,Industrial Category - P to Q - Persons,Industrial Category - P to Q - Males,Industrial Category - P to Q - Females,Industrial Category - R to U - HHI - Persons,Industrial Category - R to U - HHI - Males,Industrial Category - R to U - HHI - Females,Industrial Category - R to U - Non HHI - Persons,Industrial Category - R to U - Non HHI - Males,Industrial Category - R to U - Non HHI - Females
B0806SC,`33,`622,District - Sivaganga,Rural,Age not stated,3,1,2,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0806SC,`33,`622,District - Sivaganga,Urban,Total,3030,1807,1223,812,512,300,75,54,21,1239,727,512,80,62,18,0,0,0,100,54,46,172,100,72,50,28,22,752,524,228,0,0,0,198,166,32,98,98,0,94,88,6,0,0,0,4,4,0,22,20,2,128,64,64,84,38,46,64,6,58,682,286,396
B0806SC,`33,`622,District - Sivaganga,Urban,`5-14,51,17,34,1,1,0,1,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,12,34
B0806SC,`33,`622,District - Sivaganga,Urban,15-34,1171,755,416,356,246,110,28,18,10,443,263,180,18,18,0,0,0,0,36,28,8,48,28,20,14,8,6,262,208,54,0,0,0,122,112,10,74,74,0,34,34,0,0,0,0,2,2,0,2,2,0,52,32,20,22,12,10,44,6,38,326,156,170
B0806SC,`33,`622,District - Sivaganga,Urban,35-59,1531,856,675,403,224,179,37,30,7,673,382,291,48,30,18,0,0,0,42,18,24,110,60,50,36,20,16,428,256,172,0,0,0,68,48,20,24,24,0,60,54,6,0,0,0,2,2,0,20,18,2,68,26,42,60,26,34,20,0,20,238,86,152
B0806SC,`33,`622,District - Sivaganga,Urban,60+,277,179,98,52,41,11,9,5,4,120,79,41,14,14,0,0,0,0,22,8,14,14,12,2,0,0,0,60,58,2,0,0,0,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,2,2,0,2,0,0,0,72,32,40
B0806SC,`33,`622,District - Sivaganga,Urban,Age not stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0806SC,`33,`623,District - Madurai,Total,Total,31352,15115,16237,6221,2891,3330,1480,739,741,24226,10667,13559,905,518,387,59,42,17,485,185,300,1161,698,463,64,50,14,3049,1802,1247,0,0,0,658,424,234,451,434,17,175,163,12,0,0,0,75,52,23,172,161,11,274,190,84,312,112,200,406,83,323,3621,1686,1935
B0806SC,`33,`623,District - Madurai,Total,`5-14,793,369,424,63,45,18,32,11,21,177,86,91,3,3,0,0,0,0,20,12,8,32,12,20,0,0,0,31,29,2,0,0,0,12,12,0,3,3,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,8,527,238,289
B0806SC,`33,`623,District - Madurai,Total,15-34,13621,6749,6872,2599,1300,1299,591,295,296,9255,4032,5223,340,223,117,24,24,0,189,59,130,772,441,331,17,17,0,1459,960,499,0,0,0,401,270,131,257,251,6,109,103,6,0,0,0,63,46,17,72,64,8,85,68,17,195,70,125,224,45,179,2167,1081,1086
B0806SC,`33,`623,District - Madurai,Total,35-59,13941,6418,7523,2838,1214,1624,656,327,329,11976,5094,6882,445,235,210,35,18,17,242,98,144,302,204,98,45,33,12,1362,711,651,0,0,0,224,133,91,183,174,9,58,55,3,0,0,0,6,3,3,100,97,3,157,98,59,111,42,69,152,32,120,725,278,447
B0806SC,`33,`623,District - Madurai,Total,60+,2987,1575,1412,721,332,389,200,106,94,2811,1451,1360,117,57,60,0,0,0,34,16,18,55,41,14,2,0,2,195,102,93,0,0,0,21,9,12,8,6,2,3,3,0,0,0,0,6,3,3,0,0,0,32,24,8,6,0,6,16,0,16,202,89,113
B0806SC,`33,`623,District - Madurai,Total,Age not stated,10,4,6,0,0,0,1,0,1,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0806SC,`33,`623,District - Madurai,Rural,Total,24511,11382,13129,4368,1950,2418,1386,686,700,21659,9384,12275,410,234,176,38,28,10,342,136,206,682,396,286,24,24,0,1800,984,816,0,0,0,222,140,82,218,214,4,82,82,0,0,0,0,20,12,8,68,62,6,80,62,18,92,36,56,220,62,158,1536,790,746
B0806SC,`33,`623,District - Madurai,Rural,`5-14,508,236,272,47,32,15,26,9,17,161,77,84,0,0,0,0,0,0,20,12,8,26,12,14,0,0,0,20,20,0,0,0,0,6,6,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,8,280,124,156
B0806SC,`33,`623,District - Madurai,Rural,15-34,10353,4907,5446,1796,840,956,548,272,276,8341,3565,4776,154,94,60,18,18,0,138,42,96,486,270,216,6,6,0,928,570,358,0,0,0,172,106,66,138,138,0,50,50,0,0,0,0,20,12,8,24,18,6,20,20,0,50,18,32,118,32,86,938,516,422
B0806SC,`33,`623,District - Madurai,Rural,35-59,11112,4917,6195,1962,827,1135,626,308,318,10612,4454,6158,194,104,90,20,10,10,164,72,92,130,84,46,18,18,0,744,348,396,0,0,0,34,22,12,72,70,2,30,30,0,0,0,0,0,0,0,44,44,0,40,30,10,40,18,22,78,24,54,228,108,120
B0806SC,`33,`623,District - Madurai,Rural,60+,2529,1319,1210,563,251,312,185,97,88,2539,1285,1254,62,36,26,0,0,0,20,10,10,40,30,10,0,0,0,106,46,60,0,0,0,10,6,4,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,20,12,8,2,0,2,10,0,10,90,42,48
B0806SC,`33,`623,District - Madurai,Rural,Age not stated,9,3,6,0,0,0,1,0,1,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0806SC,`33,`623,District - Madurai,Urban,Total,6841,3733,3108,1853,941,912,94,53,41,2567,1283,1284,495,284,211,21,14,7,143,49,94,479,302,177,40,26,14,1249,818,431,0,0,0,436,284,152,233,220,13,93,81,12,0,0,0,55,40,15,104,99,5,194,128,66,220,76,144,186,21,165,2085,896,1189
B0806SC,`33,`623,District - Madurai,Urban,`5-14,285,133,152,16,13,3,6,2,4,16,9,7,3,3,0,0,0,0,0,0,0,6,0,6,0,0,0,11,9,2,0,0,0,6,6,0,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,114,133
B0806SC,`33,`623,District - Madurai,Urban,15-34,3268,1842,1426,803,460,343,43,23,20,914,467,447,186,129,57,6,6,0,51,17,34,286,171,115,11,11,0,531,390,141,0,0,0,229,164,65,119,113,6,59,53,6,0,0,0,43,34,9,48,46,2,65,48,17,145,52,93,106,13,93,1229,565,664
B0806SC,`33,`623,District - Madurai,Urban,35-59,2829,1501,1328,876,387,489,30,19,11,1364,640,724,251,131,120,15,8,7,78,26,52,172,120,52,27,15,12,618,363,255,0,0,0,190,111,79,111,104,7,28,25,3,0,0,0,6,3,3,56,53,3,117,68,49,71,24,47,74,8,66,497,170,327
B0806SC,`33,`623,District - Madurai,Urban,60+,458,256,202,158,81,77,15,9,6,272,166,106,55,21,34,0,0,0,14,6,8,15,11,4,2,0,2,89,56,33,0,0,0,11,3,8,0,0,0,3,3,0,0,0,0,6,3,3,0,0,0,12,12,0,4,0,4,6,0,6,112,47,65
B0806SC,`33,`623,District - Madurai,Urban,Age not stated,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0806SC,`33,`624,District - Theni,Total,Total,14465,7357,7108,2918,1365,1553,400,205,195,12835,6099,6736,414,222,192,6,6,0,188,92,96,440,272,168,14,14,0,766,428,338,0,0,0,324,212,112,222,216,6,34,18,16,0,0,0,24,18,6,56,56,0,74,56,18,108,38,70,196,102,94,1282,668,614
B0806SC,`33,`624,District - Theni,Total,`5-14,328,165,163,18,6,12,6,2,4,82,37,45,0,0,0,0,0,0,0,0,0,12,6,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,234,126,108
B0806SC,`33,`624,District - Theni,Total,15-34,6342,3328,3014,1155,547,608,168,86,82,5057,2423,2634,118,62,56,0,0,0,120,40,80,300,172,128,14,14,0,382,256,126,0,0,0,188,138,50,150,150,0,16,12,4,0,0,0,18,18,0,38,38,0,26,24,2,82,26,56,104,52,52,716,364,352
B0806SC,`33,`624,District - Theni,Total,35-59,6331,3141,3190,1319,587,732,179,85,94,6235,2919,3316,218,116,102,6,6,0,60,46,14,104,80,24,0,0,0,296,144,152,0,0,0,100,56,44,66,60,6,16,6,10,0,0,0,6,0,6,18,18,0,46,32,14,26,12,14,62,50,12,212,98,114
B0806SC,`33,`624,District - Theni,Total,60+,1452,716,736,426,225,201,46,31,15,1454,718,736,78,44,34,0,0,0,8,6,2,22,12,10,0,0,0,80,26,54,0,0,0,36,18,18,6,6,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,24,0,24,120,80,40
B0806SC,`33,`624,District - Theni,Total,Age not stated,12,7,5,0,0,0,1,1,0,7,2,5,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0806SC,`33,`624,District - Theni,Rural,Total,9251,4354,4897,1767,797,970,342,173,169,8996,4010,4986,126,66,60,6,6,0,66,34,32,206,118,88,0,0,0,326,130,196,0,0,0,100,60,40,100,100,0,8,6,2,0,0,0,12,6,6,14,14,0,20,20,0,46,26,20,158,88,70,492,294,198
B0806SC,`33,`624,District - Theni,Rural,`5-14,179,87,92,6,6,0,5,2,3,64,33,31,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,104,58,46
B0806SC,`33,`624,District - Theni,Rural,15-34,4035,1928,2107,728,322,406,139,68,71,3608,1588,2020,52,30,22,0,0,0,54,22,32,158,84,74,0,0,0,176,80,96,0,0,0,72,48,24,70,70,0,0,0,0,0,0,0,6,6,0,8,8,0,6,6,0,32,14,18,82,44,38,300,182,118
B0806SC,`33,`624,District - Theni,Rural,35-59,4059,1877,2182,784,347,437,156,75,81,4267,1885,2382,48,22,26,6,6,0,12,12,0,40,34,6,0,0,0,122,44,78,0,0,0,20,6,14,24,24,0,8,6,2,0,0,0,6,0,6,6,6,0,14,14,0,14,12,2,48,44,4,52,34,18
B0806SC,`33,`624,District - Theni,Rural,60+,970,459,511,249,122,127,41,27,14,1050,502,548,26,14,12,0,0,0,0,0,0,2,0,2,0,0,0,28,6,22,0,0,0,8,6,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22,36,20,16
B0806SC,`33,`624,District - Theni,Rural,Age not stated,8,3,5,0,0,0,1,1,0,7,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0806SC,`33,`624,District - Theni,Urban,Total,5214,3003,2211,1151,568,583,58,32,26,3839,2089,1750,288,156,132,0,0,0,122,58,64,234,154,80,14,14,0,440,298,142,0,0,0,224,152,72,122,116,6,26,12,14,0,0,0,12,12,0,42,42,0,54,36,18,62,12,50,38,14,24,790,374,416
B0806SC,`33,`624,District - Theni,Urban,`5-14,149,78,71,12,0,12,1,0,1,18,4,14,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,68,62
B0806SC,`33,`624,District - Theni,Urban,15-34,2307,1400,907,427,225,202,29,18,11,1449,835,614,66,32,34,0,0,0,66,18,48,142,88,54,14,14,0,206,176,30,0,0,0,116,90,26,80,80,0,16,12,4,0,0,0,12,12,0,30,30,0,20,18,2,50,12,38,22,8,14,416,182,234
B0806SC,`33,`624,District - Theni,Urban,35-59,2272,1264,1008,535,240,295,23,10,13,1968,1034,934,170,94,76,0,0,0,48,34,14,64,46,18,0,0,0,174,100,74,0,0,0,80,50,30,42,36,6,8,0,8,0,0,0,0,0,0,12,12,0,32,18,14,12,0,12,14,6,8,160,64,96
B0806SC,`33,`624,District - Theni,Urban,60+,482,257,225,177,103,74,5,4,1,404,216,188,52,30,22,0,0,0,8,6,2,20,12,8,0,0,0,52,20,32,0,0,0,28,12,16,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2,84,60,24
B0806SC,`33,`624,District - Theni,Urban,Age not stated,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0806SC,`33,`625,District - Virudhunagar,Total,Total,21032,9350,11682,4124,1721,2403,1165,595,570,13316,5202,8114,1128,631,497,116,72,44,492,114,378,3695,1434,2261,34,20,14,1517,888,629,0,0,0,340,238,102,316,308,8,86,73,13,0,0,0,35,32,3,74,52,22,145,106,39,247,92,155,217,64,153,2233,1150,1083
B0806SC,`33,`625,District - Virudhunagar,Total,`5-14,648,331,317,62,32,30,31,17,14,92,44,48,8,8,0,0,0,0,5,0,5,77,19,58,0,0,0,9,6,3,0,0,0,14,9,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,466,252,214
B0806SC,`33,`625,District - Virudhunagar,Total,15-34,8957,4241,4716,1838,780,1058,416,200,216,4688,1889,2799,432,262,170,55,33,22,239,41,198,2132,830,1302,11,5,6,730,492,238,0,0,0,195,146,49,238,235,3,41,32,9,0,0,0,27,27,0,37,22,15,61,46,15,168,56,112,51,13,38,1274,692,582
B0806SC,`33,`625,District - Virudhunagar,Total,35-59,9209,3821,5388,1656,659,997,572,290,282,6690,2515,4175,568,288,280,55,33,22,175,48,127,1260,477,783,21,15,6,647,352,295,0,0,0,122,83,39,76,71,5,45,41,4,0,0,0,8,5,3,32,27,5,64,42,22,69,30,39,127,37,90,334,126,208
B0806SC,`33,`625,District - Virudhunagar,Total,60+,2215,956,1259,568,250,318,146,88,58,1845,753,1092,120,73,47,6,6,0,73,25,48,226,108,118,2,0,2,131,38,93,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,20,18,2,4,0,4,39,14,25,157,80,77
B0806SC,`33,`625,District - Virudhunagar,Total,Age not stated,3,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
B0806SC,`33,`625,District - Virudhunagar,Rural,Total,16714,7172,9542,3180,1281,1899,1098,560,538,11550,4417,7133,1000,566,434,110,66,44,350,94,256,2478,868,1610,20,8,12,1100,574,526,0,0,0,200,156,44,210,210,0,48,42,6,0,0,0,18,18,0,30,18,12,76,60,16,156,78,78,146,40,106,1304,678,626
B0806SC,`33,`625,District - Virudhunagar,Rural,`5-14,384,204,180,51,24,27,27,16,11,80,36,44,8,8,0,0,0,0,2,0,2,54,8,46,0,0,0,6,6,0,0,0,0,6,6,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,244,140,104
B0806SC,`33,`625,District - Virudhunagar,Rural,15-34,7058,3238,3820,1448,582,866,396,190,206,4138,1652,2486,404,248,156,52,30,22,186,36,150,1484,526,958,8,2,6,524,324,200,0,0,0,112,88,24,160,160,0,24,18,6,0,0,0,18,18,0,18,6,12,36,30,6,110,48,62,32,8,24,804,436,368
B0806SC,`33,`625,District - Virudhunagar,Rural,35-59,7463,2985,4478,1223,478,745,539,272,267,5745,2095,3650,486,252,234,52,30,22,108,36,72,812,288,524,12,6,6,442,206,236,0,0,0,80,62,18,48,48,0,24,24,0,0,0,0,0,0,0,12,12,0,28,18,10,38,24,14,88,24,64,172,66,106
B0806SC,`33,`625,District - Virudhunagar,Rural,60+,1808,744,1064,458,197,261,136,82,54,1586,633,953,102,58,44,6,6,0,54,22,32,128,46,82,0,0,0,128,38,90,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,2,0,2,26,8,18,84,36,48
B0806SC,`33,`625,District - Virudhunagar,Rural,Age not stated,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0806SC,`33,`625,District - Virudhunagar,Urban,Total,4318,2178,2140,944,440,504,67,35,32,1766,785,981,128,65,63,6,6,0,142,20,122,1217,566,651,14,12,2,417,314,103,0,0,0,140,82,58,106,98,8,38,31,7,0,0,0,17,14,3,44,34,10,69,46,23,91,14,77,71,24,47,929,472,457
B0806SC,`33,`625,District - Virudhunagar,Urban,`5-14,264,127,137,11,8,3,4,1,3,12,8,4,0,0,0,0,0,0,3,0,3,23,11,12,0,0,0,3,0,3,0,0,0,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,112,110
B0806SC,`33,`625,District - Virudhunagar,Urban,15-34,1899,1003,896,390,198,192,20,10,10,550,237,313,28,14,14,3,3,0,53,5,48,648,304,344,3,3,0,206,168,38,0,0,0,83,58,25,78,75,3,17,14,3,0,0,0,9,9,0,19,16,3,25,16,9,58,8,50,19,5,14,470,256,214
B0806SC,`33,`625,District - Virudhunagar,Urban,35-59,1746,836,910,433,181,252,33,18,15,945,420,525,82,36,46,3,3,0,67,12,55,448,189,259,9,9,0,205,146,59,0,0,0,42,21,21,28,23,5,21,17,4,0,0,0,8,5,3,20,15,5,36,24,12,31,6,25,39,13,26,162,60,102
B0806SC,`33,`625,District - Virudhunagar,Urban,60+,407,212,195,110,53,57,10,6,4,259,120,139,18,15,3,0,0,0,19,3,16,98,62,36,2,0,2,3,0,3,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,8,6,2,2,0,2,13,6,7,73,44,29
B0806SC,`33,`625,District - Virudhunagar,Urban,Age not stated,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
B0806SC,`33,`626,District - Ramanathapuram,Total,Total,20975,9824,11151,3569,1671,1898,4744,2463,2281,13936,5806,8130,618,368,250,94,22,72,248,92,156,244,136,108,2,0,2,1090,774,316,0,0,0,302,240,62,170,164,6,96,90,6,0,0,0,8,8,0,18,18,0,86,72,14,158,40,118,464,86,378,2266,1116,1150
B0806SC,`33,`626,District - Ramanathapuram,Total,`5-14,450,197,253,69,34,35,112,50,62,93,55,38,8,6,2,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,12,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,12,10,268,98,170
B0806SC,`33,`626,District - Ramanathapuram,Total,15-34,8947,4282,4665,1480,735,745,1855,932,923,5380,2243,3137,204,122,82,44,12,32,100,32,68,110,56,54,0,0,0,496,364,132,0,0,0,180,168,12,130,128,2,72,66,6,0,0,0,8,8,0,18,18,0,38,30,8,110,30,80,230,32,198,1452,776,676
B0806SC,`33,`626,District - Ramanathapuram,Total,35-59,9481,4226,5255,1557,675,882,2225,1140,1085,6749,2673,4076,360,216,144,40,10,30,134,60,74,114,70,44,0,0,0,546,370,176,0,0,0,102,60,42,40,36,4,24,24,0,0,0,0,0,0,0,0,0,0,42,36,6,46,8,38,164,18,146,452,180,272
B0806SC,`33,`626,District - Ramanathapuram,Total,60+,2074,1103,971,456,220,236,550,339,211,1706,832,874,46,24,22,10,0,10,14,0,14,18,8,10,2,0,2,40,32,8,0,0,0,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,2,2,0,48,24,24,80,50,30
B0806SC,`33,`626,District - Ramanathapuram,Total,Age not stated,23,16,7,7,7,0,2,2,0,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,2
B0806SC,`33,`626,District - Ramanathapuram,Rural,Total,18746,8654,10092,3021,1314,1707,4423,2308,2115,13284,5500,7784,440,226,214,88,20,68,204,74,130,144,68,76,0,0,0,770,540,230,0,0,0,184,148,36,122,120,2,64,64,0,0,0,0,8,8,0,0,0,0,42,28,14,118,32,86,406,74,332,1470,758,712
B0806SC,`33,`626,District - Ramanathapuram,Rural,`5-14,320,153,167,58,29,29,105,46,59,87,52,35,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,4,156,60,96
B0806SC,`33,`626,District - Ramanathapuram,Rural,15-34,7923,3691,4232,1269,588,681,1749,884,865,5137,2127,3010,170,88,82,44,12,32,86,32,54,54,18,36,0,0,0,346,234,112,0,0,0,124,112,12,90,90,0,46,46,0,0,0,0,8,8,0,0,0,0,14,6,8,98,24,74,204,32,172,1022,566,456
B0806SC,`33,`626,District - Ramanathapuram,Rural,35-59,8558,3786,4772,1304,513,791,2043,1050,993,6399,2513,3886,246,126,120,36,8,28,104,42,62,86,50,36,0,0,0,408,294,114,0,0,0,52,30,22,32,30,2,18,18,0,0,0,0,0,0,0,0,0,0,28,22,6,20,8,12,146,12,134,244,96,148
B0806SC,`33,`626,District - Ramanathapuram,Rural,60+,1922,1008,914,389,183,206,524,326,198,1653,805,848,16,6,10,8,0,8,14,0,14,4,0,4,0,0,0,16,12,4,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,18,22,34,24,10
B0806SC,`33,`626,District - Ramanathapuram,Rural,Age not stated,23,16,7,1,1,0,2,2,0,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,2
B0806SC,`33,`626,District - Ramanathapuram,Urban,Total,2229,1170,1059,548,357,191,321,155,166,652,306,346,178,142,36,6,2,4,44,18,26,100,68,32,2,0,2,320,234,86,0,0,0,118,92,26,48,44,4,32,26,6,0,0,0,0,0,0,18,18,0,44,44,0,40,8,32,58,12,46,796,358,438
B0806SC,`33,`626,District - Ramanathapuram,Urban,`5-14,130,44,86,11,5,6,7,4,3,6,3,3,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,112,38,74
B0806SC,`33,`626,District - Ramanathapuram,Urban,15-34,1024,591,433,211,147,64,106,48,58,243,116,127,34,34,0,0,0,0,14,0,14,56,38,18,0,0,0,150,130,20,0,0,0,56,56,0,40,38,2,26,20,6,0,0,0,0,0,0,18,18,0,24,24,0,12,6,6,26,0,26,430,210,220
B0806SC,`33,`626,District - Ramanathapuram,Urban,35-59,923,440,483,253,162,91,182,90,92,350,160,190,114,90,24,4,2,2,30,18,12,28,20,8,0,0,0,138,76,62,0,0,0,50,30,20,8,6,2,6,6,0,0,0,0,0,0,0,0,0,0,14,14,0,26,0,26,18,6,12,208,84,124
B0806SC,`33,`626,District - Ramanathapuram,Urban,60+,152,95,57,67,37,30,26,13,13,53,27,26,30,18,12,2,0,2,0,0,0,14,8,6,2,0,2,24,20,4,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,2,2,0,8,6,2,46,26,20
B0806SC,`33,`626,District - Ramanathapuram,Urban,Age not stated,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0806SC,`33,`627,District - Thoothukkudi,Total,Total,21085,9746,11339,2389,979,1410,803,393,410,12986,5285,7701,1140,724,416,541,291,250,670,213,457,1359,453,906,71,67,4,2217,1205,1012,0,0,0,339,269,70,488,476,12,94,68,26,0,0,0,38,24,14,51,39,12,138,96,42,222,64,158,250,29,221,2067,1029,1038
B0806SC,`33,`627,District - Thoothukkudi,Total,`5-14,442,224,218,24,17,7,22,14,8,77,41,36,6,0,6,0,0,0,6,6,0,9,0,9,0,0,0,20,20,0,0,0,0,8,8,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,12,300,146,154
